Sequence1	Sequence2	MeltingTemp
sge_F	sge_R	75.3093261305051
sge_F	kkd_F	72.98543687612579
sge_F	kkd_F_2	73.1515056844616
sge_F	kkd_R	79.00924391960984
sge_R	kkd_F	74.5622691238168
sge_R	kkd_F_2	74.61353935410142
sge_R	kkd_R	80.60518847556386
kkd_F	kkd_F_2	72.5870217615888
kkd_F	kkd_R	78.28670453187436
kkd_F_2	kkd_R	78.80844883334692
